X,Y,Z,T
0.75202942,0.1877594,0.04878807,0.15625
0.69939422,0.11537362,0.11789894,0.15625
0.70293426,0.11593819,0.07445145,0.15625
0.65141296,0.0436554,0.12911034,0.15625
0.65468597,0.04399491,0.08729363,0.15625
1.05585479,0.69897652,0.14414025,0.1875
1.06191253,0.70188523,0.08790207,0.1875
1.00794983,0.62672997,0.14999771,0.1875
1.01383209,0.62936402,0.09372711,0.1875
0.96121215,0.55536271,0.14791489,0.1875
0.96707916,0.55779458,0.08997536,0.1875
0.91667938,0.48456955,0.12108994,0.1875
0.92250824,0.48677254,0.06163216,0.1875
0.86978149,0.41320992,0.12118721,0.1875
0.87436676,0.41476632,0.07288742,0.1875
0.82259369,0.34141732,0.12143517,0.1875
0.82717895,0.34278298,0.07147217,0.1875
0.77628326,0.27030373,0.11580277,0.1875
0.78054809,0.27138901,0.0676117,0.1875
0.73010254,0.19880486,0.10494805,0.1875
0.73381042,0.19956971,0.06151772,0.1875
0.6827774,0.12750435,0.11149407,0.1875
0.68660736,0.12809945,0.06491089,0.1875
0.63480377,0.05575943,0.12283898,0.1875
0.6381073,0.05608941,0.08102417,0.1875
1.04351043,0.70590401,0.17810249,0.1875
1.04946136,0.708704,0.12350845,0.1875
1.00247955,0.63705826,0.12264824,0.1875
1.00843048,0.63966942,0.06638718,0.1875
0.9523468,0.5638485,0.14997101,0.1875
0.95812225,0.566185,0.09367943,0.1875
0.90666961,0.49294091,0.13822746,0.1875
0.91194152,0.4948864,0.08518601,0.1875
0.85951233,0.42115403,0.13855553,0.1875
0.8649292,0.42294312,0.08220863,0.1875
0.81501007,0.35054779,0.11375809,0.1875
0.82009887,0.35202218,0.05902863,0.1875
0.76428222,0.27788163,0.15373039,0.1875
0.76876831,0.27898407,0.10375214,0.1875
0.72040557,0.20736885,0.12154579,0.1875
0.72473907,0.20822716,0.07155037,0.1875
0.67602539,0.13608933,0.08934975,0.1875
0.67951202,0.13660431,0.0475502,0.1875
0.62877655,0.06475449,0.09471321,0.1875
0.63226318,0.06507874,0.05125809,0.1875
1.03551483,0.71685219,0.17329788,0.21875
1.04153442,0.71963501,0.11871147,0.21875
0.99757385,0.64936448,0.08892441,0.21875
1.00341796,0.65188218,0.03430748,0.21875
0.9482727,0.57643509,0.10590172,0.21875
0.9534378,0.57848549,0.05616951,0.21875
0.89932251,0.50417901,0.12419129,0.21875
0.90449524,0.50604821,0.07279396,0.21875
0.84970855,0.43152428,0.14757347,0.21875
0.85457611,0.43309594,0.0976429,0.21875
0.80499267,0.36094475,0.12497902,0.21875
0.80970001,0.36227417,0.07502747,0.21875
0.75970459,0.28964997,0.10371208,0.21875
0.76379394,0.29062653,0.0588131,0.21875
0.71183776,0.21813202,0.11416626,0.21875
0.71607208,0.21894646,0.06596756,0.21875
0.66499328,0.14648056,0.11000443,0.21875
0.66867828,0.14700127,0.06656838,0.21875
0.61839294,0.0752945,0.10681343,0.21875
0.62193298,0.0756073,0.06336403,0.21875
0.57245636,0.00370217,0.0913887,0.21875
0.5756073,0.00379372,0.05121422,0.21875
1.06564331,0.79877472,0.17976761,0.21875
1.02418518,0.72989655,0.13036347,0.21875
1.0300827,0.73258782,0.0772686,0.21875
0.97505188,0.65708352,0.14654732,0.21875
0.98094177,0.65958214,0.0919323,0.21875
0.92937469,0.58614541,0.13425636,0.21875
0.93476867,0.58825303,0.08274269,0.21875
0.87878418,0.51306725,0.16711235,0.21875
0.88449859,0.51509476,0.1108017,0.21875
0.83649444,0.44328881,0.12106705,0.21875
0.84170532,0.44494439,0.06801033,0.21875
0.78961944,0.37147713,0.1167469,0.21875
0.79404449,0.37269783,0.07023049,0.21875
0.74326324,0.30029297,0.11118126,0.21875
0.7475357,0.30129052,0.06464577,0.21875
0.69663238,0.22862626,0.10502243,0.21875
0.70062255,0.22937203,0.05995941,0.21875
0.65034484,0.15742684,0.09834099,0.21875
0.6539154,0.15791703,0.05654907,0.21875
0.60425567,0.0857811,0.08539772,0.21875
0.6075592,0.08605576,0.04523659,0.21875
0.55599212,0.0144558,0.10300446,0.21875
0.55891418,0.01453209,0.06612015,0.21875
1.05533599,0.80443573,0.17128563,0.21875
1.06218719,0.80769921,0.11183548,0.21875
1.007164,0.73204995,0.17894554,0.21875
1.01401519,0.73510361,0.11782074,0.21875
0.96588134,0.66296769,0.12702751,0.21875
0.97218322,0.66557694,0.0691433,0.21875
0.9176712,0.59059525,0.13522911,0.21875
0.92344665,0.59279061,0.0805893,0.21875
0.86936187,0.51864624,0.14830589,0.21875
0.87480926,0.52052308,0.09512901,0.21875
0.82333374,0.44716454,0.13635063,0.21875
0.8284378,0.44872857,0.08493614,0.21875
0.77798462,0.37625504,0.12060547,0.21875
0.78230285,0.37740326,0.07573128,0.21875
0.73104858,0.30453873,0.11828613,0.21875
0.73551941,0.30553627,0.07011223,0.21875
0.6825943,0.23295403,0.13604927,0.21875
0.68649292,0.23364258,0.0926342,0.21875
0.63859558,0.16178132,0.10112953,0.21875
0.64219665,0.16223717,0.05949211,0.21875
0.59210205,0.0905819,0.09748459,0.21875
0.59531402,0.09082032,0.0589695,0.21875
0.54585266,0.0189209,0.08683014,0.21875
0.54920959,0.01897431,0.04501724,0.21875
1.04549408,0.81276894,0.18047714,0.25
1.0520401,0.81582833,0.12430191,0.25
0.9990158,0.74119187,0.17263222,0.25
1.00521087,0.74390221,0.1179142,0.25
0.95612335,0.67143059,0.13512421,0.25
0.96195984,0.6737938,0.08215904,0.25
0.90821838,0.59926987,0.14017105,0.25
0.91441345,0.60157395,0.08226204,0.25
0.86180114,0.52806092,0.13459778,0.25
0.8673172,0.52991677,0.08142662,0.25
0.81394195,0.4560566,0.14035034,0.25
0.81977081,0.4577961,0.0823822,0.25
0.76969146,0.38548279,0.11309242,0.25
0.77486419,0.38681794,0.06002045,0.25
0.7237091,0.31389809,0.09909249,0.25
0.72855377,0.31494332,0.04763985,0.25
0.67435455,0.24213219,0.12532425,0.25
0.67829132,0.24279976,0.08206368,0.25
0.62757873,0.17056847,0.12127876,0.25
0.63108825,0.1709919,0.08128739,0.25
0.58383178,0.09961701,0.08474541,0.25
0.58778381,0.09988594,0.03801918,0.25
0.53739929,0.02783204,0.07467461,0.25
0.53453064,0.02780152,0.10990906,0.25
1.03359985,0.82613182,0.16514397,0.25
1.04077911,0.82944489,0.10407257,0.25
0.99066162,0.75640107,0.12936974,0.25
0.99708557,0.75917626,0.0731659,0.25
0.94324493,0.6842537,0.12880707,0.25
0.94896698,0.68654252,0.07733345,0.25
0.89482879,0.61222458,0.14146614,0.25
0.90090179,0.61445237,0.08520126,0.25
0.84724426,0.54019547,0.14400292,0.25
0.85279083,0.54203606,0.09098435,0.25
0.80326843,0.46969796,0.11474037,0.25
0.80831909,0.47118378,0.06497765,0.25
0.75648498,0.39791489,0.10946846,0.25
0.76137542,0.39915657,0.05968285,0.25
0.70901489,0.32637787,0.11457443,0.25
0.71360778,0.32734871,0.06625939,0.25
0.66166687,0.25457001,0.1159668,0.25
0.66520691,0.25515557,0.07748413,0.25
0.6157608,0.18340111,0.10490036,0.25
0.61917877,0.18379975,0.06640434,0.25
0.56864929,0.1116581,0.10399819,0.25
0.57194519,0.11186982,0.06549072,0.25
0.52497863,0.04040719,0.06509781,0.25
0.52207183,0.0403843,0.10032845,0.25
1.02811432,0.83455849,0.14778519,0.25
1.03478241,0.83757401,0.09162331,0.25
0.97866058,0.7614975,0.1651535,0.25
0.98553466,0.76440049,0.10568619,0.25
0.93301391,0.69052315,0.15334702,0.25
0.93933868,0.69299317,0.09711838,0.25
0.88911438,0.61970902,0.12201119,0.25
0.89507293,0.62184143,0.06739044,0.25
0.83966827,0.54732323,0.14452744,0.25
0.84546661,0.54919053,0.08987808,0.25
0.79400634,0.4758339,0.12891007,0.25
0.79878234,0.47719384,0.08243179,0.25
0.74762725,0.40451622,0.12321854,0.25
0.75227356,0.40565491,0.07657051,0.25
0.7016983,0.33288575,0.10962296,0.25
0.70619964,0.33379555,0.06295586,0.25
0.65614318,0.26172257,0.09521675,0.25
0.66034698,0.26238251,0.0501709,0.25
0.60695648,0.18962288,0.11693382,0.25
0.61101532,0.19006539,0.07187462,0.25
0.56074524,0.11841202,0.110075,0.25
0.56437683,0.11861992,0.0682869,0.25
0.51461029,0.0467186,0.09845162,0.25
0.51782989,0.04672051,0.05993652,0.25
1.06465149,0.91025734,0.16600418,0.28125
1.01951599,0.83950425,0.14979172,0.28125
1.02683258,0.84273339,0.08888054,0.28125
0.9708023,0.76683999,0.16090775,0.28125
0.97775268,0.76970101,0.10144615,0.28125
0.92897796,0.69731713,0.11531067,0.28125
0.93482971,0.699543,0.0638504,0.28125
0.88116455,0.62502289,0.11863518,0.28125
0.88667297,0.62693406,0.06878472,0.28125
0.83081817,0.55247689,0.149786,0.28125
0.83668518,0.55430794,0.09514427,0.28125
0.78683471,0.48158074,0.11897087,0.28125
0.79219055,0.4830513,0.06757927,0.28125
0.73912048,0.41004181,0.12698937,0.28125
0.74381256,0.41114617,0.08049584,0.28125
0.69384002,0.33866501,0.10772324,0.28125
0.69886779,0.33963585,0.05628777,0.28125
0.64395141,0.26685524,0.13910675,0.28125
0.64898681,0.26760102,0.08586121,0.28125
0.59955597,0.19555855,0.11007691,0.28125
0.60321045,0.19592286,0.07009697,0.28125
0.55399322,0.12441445,0.09588623,0.28125
0.55753326,0.12458802,0.05574417,0.28125
0.50804138,0.05267525,0.08170128,0.28125
0.51117706,0.05265427,0.04483414,0.28125
1.0525589,0.92410088,0.15336418,0.28125
1.05892181,0.92705918,0.10215378,0.28125
1.00374603,0.85168839,0.1672802,0.28125
1.01113128,0.85491753,0.10622597,0.28125
0.95676422,0.7798214,0.16410256,0.28125
0.96338653,0.78251648,0.10791779,0.28125
0.91313171,0.70962716,0.13484764,0.28125
0.91920471,0.71191025,0.08190346,0.28125
0.86766815,0.63827324,0.11806107,0.28125
0.87393188,0.64042283,0.06181526,0.28125
0.81884002,0.56618309,0.13457489,0.28125
0.82404327,0.56778717,0.08649254,0.28125
0.76792144,0.49328042,0.16913223,0.28125
0.77383422,0.49488068,0.11282921,0.28125
0.72497558,0.42302895,0.13151741,0.28125
0.72937774,0.42404938,0.08830834,0.28125
0.67931366,0.35152054,0.11579514,0.28125
0.68375396,0.35236359,0.07077599,0.28125
0.63317108,0.28034783,0.10820961,0.28125
0.63731384,0.28095055,0.06481552,0.28125
0.58492279,0.20844651,0.11943054,0.28125
0.58892822,0.20883751,0.0760212,0.28125
0.54038238,0.13740731,0.09431458,0.28125
0.54425811,0.13758851,0.05088997,0.28125
0.49345398,0.06562233,0.09114647,0.28125
0.49676513,0.06559563,0.05263901,0.28125
1.04172515,0.93433381,0.18689346,0.3125
1.04857635,0.93747139,0.1324234,0.3125
0.99858093,0.86447144,0.15501213,0.3125
1.00545501,0.86742783,0.09887314,0.3125
0.95096588,0.79226494,0.15652847,0.3125
0.95746612,0.79487038,0.10198975,0.3125
0.90538025,0.72126008,0.14388085,0.3125
0.91190338,0.72367096,0.08767319,0.3125
0.85965728,0.64973832,0.12897301,0.3125
0.86618805,0.65193749,0.07109642,0.3125
0.81129455,0.57779122,0.14096832,0.3125
0.81728363,0.57960129,0.08633804,0.3125
0.76428985,0.50597382,0.13837624,0.3125
0.7699356,0.50747109,0.08535957,0.3125
0.71614837,0.43434334,0.15018845,0.3125
0.72179412,0.43562127,0.09550667,0.3125
0.67334747,0.36343575,0.10654259,0.3125
0.67801666,0.36429978,0.05989075,0.3125
0.62585449,0.29201317,0.11248017,0.3125
0.63052368,0.2926693,0.06431961,0.3125
0.57872772,0.22022248,0.11156464,0.3125
0.58277893,0.22060013,0.06831169,0.3125
0.53559112,0.14911461,0.07029724,0.3125
0.53225708,0.14897156,0.10714722,0.3125
0.48530578,0.07718277,0.10423279,0.3125
0.48851776,0.07714844,0.06737328,0.3125
0.44314575,0.00567055,0.04884148,0.3125
0.44004058,0.00588417,0.08571053,0.3125
1.03784942,0.93850518,0.16903877,0.3125
1.04477691,0.94159699,0.11457634,0.3125
0.99163055,0.86722565,0.16180039,0.3125
0.99838256,0.87005234,0.10730171,0.3125
0.94399261,0.79501915,0.16360665,0.3125
0.95116424,0.79780961,0.10416985,0.3125
0.89975738,0.72447205,0.13964844,0.3125
0.90618133,0.72677422,0.08493424,0.3125
0.85506439,0.65331459,0.11626053,0.3125
0.86148834,0.65540505,0.06002808,0.3125
0.80473327,0.58076477,0.14551354,0.3125
0.81044769,0.58242798,0.09401512,0.3125
0.75860595,0.50918961,0.1350193,0.3125
0.76398468,0.51055718,0.08513642,0.3125
0.71105957,0.43771744,0.14115906,0.3125
0.71645355,0.43887902,0.08961487,0.3125
0.66603851,0.36629487,0.1194191,0.3125
0.6707611,0.36711503,0.07292366,0.3125
0.61948394,0.29502106,0.11595535,0.3125
0.6242218,0.29563713,0.06779862,0.3125
0.5734024,0.22331429,0.10398865,0.3125
0.57753753,0.22365952,0.06059075,0.3125
0.52735138,0.15202332,0.09478188,0.3125
0.53134155,0.15215683,0.05137062,0.3125
0.48033905,0.08023835,0.0926075,0.3125
0.48390197,0.08016587,0.05246735,0.3125
0.4373703,0.00864411,0.04691506,0.3125
0.43421173,0.00888825,0.08378029,0.3125
1.01689148,0.9429493,0.1772995,0.3125
1.02405548,0.94609452,0.12120629,0.3125
0.97064209,0.87176514,0.17054367,0.3125
0.97764587,0.87464333,0.11426544,0.3125
0.9267044,0.80103493,0.14160729,0.3125
0.93331146,0.80355835,0.08707619,0.3125
0.88100433,0.72993851,0.12941361,0.3125
0.88802337,0.73239899,0.06994248,0.3125
0.83398437,0.65799714,0.12568474,0.3125
0.8402481,0.65998841,0.07109261,0.3125
0.7851715,0.58600617,0.14126969,0.3125
0.79055023,0.58753014,0.09305,0.3125
0.73708343,0.51399613,0.14882851,0.3125
0.74246978,0.51532555,0.0990963,0.3125
0.69192505,0.44317627,0.13264847,0.3125
0.69715881,0.44426537,0.08289337,0.3125
0.64644622,0.37174225,0.11555672,0.3125
0.65137481,0.37256241,0.06727219,0.3125
0.60144806,0.30072022,0.09615517,0.3125
0.60557556,0.30122757,0.05441475,0.3125
0.5531311,0.22881127,0.10688591,0.3125
0.55728149,0.22912789,0.06348992,0.3125
0.50806427,0.15760613,0.08695793,0.3125
0.51161956,0.15769959,0.04847336,0.3125
0.46091461,0.08591462,0.08644867,0.3125
0.46434784,0.08582116,0.04795265,0.3125
0.41330719,0.01477623,0.0949688,0.3125
0.4167633,0.01448632,0.05482102,0.3125
1.05650329,1.02717972,0.12338829,0.34375
1.06324005,1.03027726,0.07223129,0.34375
1.00550842,0.95328904,0.14896774,0.34375
1.01334381,0.9566803,0.08797836,0.34375
0.95426178,0.87990189,0.18094254,0.34375
0.9606781,0.8824997,0.12971878,0.34375
0.90986633,0.80901719,0.15616989,0.34375
0.9163208,0.81143952,0.10327912,0.34375
0.86492157,0.73820496,0.13802719,0.34375
0.87217712,0.74070549,0.07692528,0.34375
0.81751251,0.66612626,0.13756371,0.34375
0.82419586,0.66820908,0.07970047,0.34375
0.76851654,0.59404755,0.15432549,0.34375
0.77430725,0.59564972,0.1028347,0.34375
0.72332,0.52272034,0.13521195,0.34375
0.72894287,0.52407456,0.08369637,0.34375
0.67578125,0.45124245,0.14047051,0.34375
0.68122863,0.45234108,0.0890789,0.34375
0.62953949,0.37957001,0.13022614,0.34375
0.63449859,0.38036728,0.08194542,0.34375
0.58494567,0.30858422,0.10694504,0.34375
0.58992004,0.30916787,0.05700302,0.34375
0.53736877,0.2366848,0.10961151,0.34375
0.54123687,0.23695755,0.06949997,0.34375
0.49194336,0.16540337,0.09326172,0.34375
0.49613189,0.1654892,0.04836273,0.34375
0.44496917,0.09363747,0.09035874,0.34375
0.44843292,0.09352494,0.05186463,0.34375
0.39974975,0.02219963,0.07067299,0.34375
0.39654541,0.02248574,0.10753441,0.34375
1.05666351,1.03627778,0.10091973,0.34375
1.06394195,1.03955269,0.04636002,0.34375
1.00253296,0.96102143,0.14943886,0.34375
1.01068115,0.96446991,0.08682823,0.34375
0.95149231,0.88776207,0.17898941,0.34375
0.95986175,0.89107132,0.11307144,0.34375
0.90589141,0.81640625,0.1639843,0.34375
0.9122467,0.81873513,0.11258698,0.34375
0.86134338,0.74571419,0.14237976,0.34375
0.86773681,0.74785805,0.08931923,0.34375
0.81648254,0.67445374,0.12015724,0.34375
0.82230377,0.67621804,0.07048607,0.34375
0.76805877,0.60253144,0.13121414,0.34375
0.77410125,0.60415459,0.07824326,0.34375
0.71939849,0.53027535,0.14242935,0.34375
0.72491455,0.53155518,0.09270859,0.34375
0.67214965,0.45884896,0.14451409,0.34375
0.67734527,0.45985604,0.09626007,0.34375
0.62595367,0.38726616,0.13423729,0.34375
0.63065338,0.38798714,0.08924294,0.34375
0.5814743,0.31622506,0.10942078,0.34375
0.58620453,0.31674576,0.06276894,0.34375
0.53469848,0.24440575,0.10369301,0.34375
0.53862762,0.24465943,0.0635891,0.34375
0.48835754,0.17309761,0.09685326,0.34375
0.49247741,0.17316056,0.05345345,0.34375
0.44113922,0.10127831,0.09584427,0.34375
0.44451141,0.10115242,0.05900002,0.34375
0.39763641,0.02965737,0.05656243,0.34375
0.39481353,0.02992249,0.08848953,0.34375
1.04617309,1.05035973,0.09159088,0.34375
0.99320221,0.975523,0.12994957,0.34375
1.00120544,0.97887421,0.06898117,0.34375
0.94044494,0.90156174,0.17221832,0.34375
0.9476242,0.90437127,0.11610794,0.34375
0.89464569,0.83009339,0.15850258,0.34375
0.90185546,0.83270455,0.10072327,0.34375
0.84808349,0.75874329,0.15366364,0.34375
0.85451507,0.7608738,0.1007576,0.34375
0.80318451,0.68747712,0.13184929,0.34375
0.80905914,0.68923378,0.08218575,0.34375
0.75492859,0.61566735,0.14167977,0.34375
0.76065826,0.61718941,0.09184265,0.34375
0.70896148,0.54407692,0.12888146,0.34375
0.71488952,0.54543496,0.0758915,0.34375
0.66144561,0.4725647,0.13285637,0.34375
0.66669464,0.47356797,0.08460808,0.34375
0.61393737,0.40072823,0.13460541,0.34375
0.61833953,0.40139008,0.09289551,0.34375
0.56986236,0.32980347,0.10647583,0.34375
0.57430267,0.33028222,0.06311035,0.34375
0.52380371,0.25807381,0.09370041,0.34375
0.52810669,0.25834275,0.05031777,0.34375
0.47633361,0.18673325,0.09845352,0.34375
0.48018646,0.18678666,0.05834007,0.34375
0.42914581,0.11491394,0.09695435,0.34375
0.43286132,0.11477089,0.05682945,0.34375
0.38153839,0.04374505,0.10434151,0.34375
0.38497924,0.0434227,0.0658474,0.34375
0.97722625,0.98632813,0.12292671,0.375
0.98483276,0.98948098,0.0652256,0.375
0.92575836,0.91276169,0.15477753,0.375
0.93298339,0.91555214,0.09867096,0.375
0.8782196,0.8405571,0.15516663,0.375
0.88526153,0.8430729,0.09902764,0.375
0.83364868,0.76975441,0.13411141,0.375
0.84031677,0.77193451,0.07957459,0.375
0.78765106,0.6980896,0.12211037,0.375
0.79377746,0.69989205,0.07066536,0.375
0.73966217,0.62625695,0.1296978,0.375
0.74562072,0.62780953,0.07822609,0.375
0.68951416,0.55364991,0.15441704,0.375
0.69511413,0.55490685,0.10470772,0.375
0.64405822,0.48262406,0.14112282,0.375
0.64952087,0.48364258,0.09123993,0.375
0.59725952,0.41090012,0.13705826,0.375
0.60254669,0.4116745,0.08730316,0.375
0.55293274,0.33991242,0.11220932,0.375
0.55789947,0.3404274,0.06407356,0.375
0.50523376,0.26805115,0.11658096,0.375
0.50922393,0.26828385,0.07663155,0.375
0.46088409,0.19685173,0.09060478,0.375
0.46492004,0.19689179,0.04885292,0.375
0.4134674,0.12504197,0.09238434,0.375
0.41706085,0.12489129,0.05390358,0.375
0.36630249,0.05364991,0.09438324,0.375
0.37007141,0.0532856,0.05260849,0.375
0.9734497,0.98766137,0.1030674,0.375
0.98049163,0.99049187,0.05027008,0.375
0.92440796,0.91495896,0.11500359,0.375
0.93170929,0.91769219,0.05890656,0.375
0.87012481,0.84022332,0.16676521,0.375
0.87744903,0.84275437,0.10899735,0.375
0.82661438,0.76980019,0.13755036,0.375
0.83274841,0.77173233,0.08792305,0.375
0.77953338,0.6978035,0.13417816,0.375
0.78592682,0.69960785,0.08110237,0.375
0.7319107,0.62607384,0.13819504,0.375
